Age,WorkClass,Weight,Education,EducationNumber,Occupation,Relationship,MarriageStatus,PartnerStatus,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,Native Country,Salary
42,Private,390781,Undergraduate,13,Adm-clerical, Wife, Married,Civil, Black, Female,0,0,40,United-States, <=50K
59,Government,171328,School,6,Other-service, Unmarried, Widowed,No Information, Black, Female,0,0,30,United-States, <=50K
19,Government,27382,Undergraduate,10,Adm-clerical, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
58,Private,259014,Undergraduate,10,Transport-moving, Not-in-family, Never,No Information, White, Male,0,0,20,United-States, <=50K
42,Self Employed,303044,High School,9,Farming-fishing, Husband, Married,Civil, Asian-Pac-Islander, Male,0,0,40,Cambodia, >50K
20,Private,117789,High School,9,Other-service, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
32,Private,172579,High School,9,Other-service, Not-in-family, Separated,No Information, White, Female,0,0,30,United-States, <=50K
45,Private,187666,Associate,11,Exec-managerial, Not-in-family, Widowed,No Information, White, Female,0,0,45,United-States, <=50K
50,Private,204518,School,4,Craft-repair, Not-in-family, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
36,Private,150042,Undergraduate,13,Prof-specialty, Own-child, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
45,Private,98092,High School,9,Sales, Husband, Married,Civil, White, Male,0,0,60,United-States, <=50K
17,Private,245918,School,7,Other-service, Own-child, Never,No Information, White, Male,0,0,12,United-States, <=50K
59,Private,146013,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,4064,0,40,United-States, <=50K
26,Private,378322,School,7,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
37,Self Employed,257295,Undergraduate,10,Exec-managerial, Husband, Married,Civil, Asian-Pac-Islander, Male,0,0,75,Thailand, >50K
19,No Information,218956,Undergraduate,10,Unknown, Own-child, Never,No Information, White, Male,0,0,24,Canada, <=50K
64,Private,21174,High School,9,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
33,Private,185480,Undergraduate,13,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,45,United-States, <=50K
33,Private,222205,High School,9,Craft-repair, Wife, Married,Civil, White, Female,0,0,40,United-States, >50K
61,Private,69867,High School,9,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
17,Private,191260,School,5,Other-service, Own-child, Never,No Information, White, Male,1055,0,24,United-States, <=50K
50,Self Employed,30653,Graduate,14,Farming-fishing, Husband, Married,Civil, White, Male,2407,0,98,United-States, <=50K
27,Government,209109,Graduate,14,Prof-specialty, Own-child, Never,No Information, White, Male,0,0,35,United-States, <=50K
30,Private,70377,High School,9,Prof-specialty, Own-child, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
43,Private,477983,High School,9,Handlers-cleaners, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
44,Private,170924,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,7298,0,40,United-States, >50K
35,Private,190174,Undergraduate,10,Exec-managerial, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
25,Private,193787,Undergraduate,10,Tech-support, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
24,Private,279472,Undergraduate,10,Machine-op-inspct, Wife, Married,Civil, White, Female,7298,0,48,United-States, >50K
22,Private,34918,Undergraduate,13,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,15,Germany, <=50K
42,Government,97688,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,5178,0,40,United-States, >50K
34,Private,175413,Associate,12,Sales, Unmarried, Divorced,No Information, Black, Female,0,0,45,United-States, <=50K
60,Private,173960,Undergraduate,13,Prof-specialty, Not-in-family, Divorced,No Information, White, Female,0,0,42,United-States, <=50K
21,Private,205759,High School,9,Handlers-cleaners, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
57,Government,425161,Graduate,14,Sales, Husband, Married,Civil, White, Male,15024,0,40,United-States, >50K
41,Private,220531,Professional School,15,Prof-specialty, Husband, Married,Civil, White, Male,0,0,60,United-States, >50K
50,Private,176609,Undergraduate,10,Other-service, Not-in-family, Divorced,No Information, White, Male,0,0,45,United-States, <=50K
25,Private,371987,Undergraduate,13,Exec-managerial, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
50,Private,193884,School,4,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,Ecuador, <=50K
36,Private,200352,Undergraduate,13,Prof-specialty, Husband, Married,Civil, White, Male,0,0,45,United-States, <=50K
31,Private,127595,High School,9,Prof-specialty, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
29,Government,220419,Undergraduate,13,Protective-serv, Not-in-family, Never,No Information, White, Male,0,0,56,United-States, <=50K
21,Private,231931,Undergraduate,10,Sales, Own-child, Never,No Information, White, Male,0,0,45,United-States, <=50K
27,Private,248402,Undergraduate,13,Tech-support, Unmarried, Never,No Information, Black, Female,0,0,40,United-States, <=50K
65,Private,111095,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,16,United-States, <=50K
37,Self Employed,57424,Undergraduate,13,Sales, Not-in-family, Divorced,No Information, White, Female,0,0,60,United-States, <=50K
39,No Information,157443,Graduate,14,Unknown, Wife, Married,Civil, Asian-Pac-Islander, Female,3464,0,40,Unknown, <=50K
24,Private,278130,High School,9,Craft-repair, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
38,Private,169469,High School,9,Sales, Not-in-family, Divorced,No Information, White, Male,0,0,80,United-States, <=50K
48,Private,146268,Undergraduate,13,Adm-clerical, Husband, Married,Civil, White, Male,7688,0,40,United-States, >50K
21,Private,153718,Undergraduate,10,Other-service, Not-in-family, Never,No Information, Asian-Pac-Islander, Female,0,0,25,United-States, <=50K
31,Private,217460,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
55,Private,238638,High School,9,Sales, Husband, Married,Civil, White, Male,4386,0,40,United-States, >50K
24,Private,303296,Undergraduate,10,Adm-clerical, Wife, Married,Civil, Asian-Pac-Islander, Female,0,0,40,Laos, <=50K
43,Private,173321,High School,9,Adm-clerical, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
26,Private,193945,Associate,12,Tech-support, Not-in-family, Never,No Information, White, Male,0,0,45,United-States, <=50K
46,Private,83082,Associate,12,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,33,United-States, <=50K
35,Private,193815,Associate,12,Adm-clerical, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
41,Self Employed,34987,Undergraduate,10,Farming-fishing, Husband, Married,Civil, White, Male,0,0,54,United-States, >50K
26,Private,59306,Undergraduate,13,Sales, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
34,Private,142897,Graduate,14,Exec-managerial, Husband, Married,Civil, Asian-Pac-Islander, Male,7298,0,35,Taiwan, >50K
19,No Information,860348,Undergraduate,10,Unknown, Own-child, Never,No Information, Black, Female,0,0,25,United-States, <=50K
36,Self Employed,205607,Undergraduate,13,Prof-specialty, Not-in-family, Divorced,No Information, Black, Female,0,0,40,United-States, >50K
22,Private,199698,Undergraduate,10,Sales, Own-child, Never,No Information, White, Male,0,0,15,United-States, <=50K
24,Private,191954,Undergraduate,10,Machine-op-inspct, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
77,Self Employed,138714,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
22,Private,399087,School,3,Machine-op-inspct, Other-relative, Married,Civil, White, Female,0,0,40,Mexico, <=50K
29,Private,423158,Undergraduate,10,Tech-support, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
62,Private,159841,High School,9,Other-service, Not-in-family, Widowed,No Information, White, Female,0,0,24,United-States, <=50K
39,Self Employed,174308,High School,9,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
43,Private,50356,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,1485,50,United-States, <=50K
35,Private,186110,High School,9,Transport-moving, Not-in-family, Divorced,No Information, White, Male,0,0,45,United-States, <=50K
29,Private,200381,School,7,Exec-managerial, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
76,Self Employed,174309,Graduate,14,Craft-repair, Husband, Married,Civil, White, Male,0,0,10,United-States, <=50K
63,Self Employed,78383,High School,9,Farming-fishing, Husband, Married,Civil, White, Male,0,0,45,United-States, <=50K
23,No Information,211601,Associate,11,Unknown, Own-child, Never,No Information, Black, Female,0,0,15,United-States, <=50K
43,Private,187728,Undergraduate,10,Prof-specialty, Wife, Married,Civil, White, Female,0,1887,50,United-States, >50K
58,Self Employed,321171,High School,9,Handlers-cleaners, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
66,Private,127921,High School,9,Transport-moving, Not-in-family, Never,No Information, White, Male,2050,0,55,United-States, <=50K
41,Private,206565,Undergraduate,10,Craft-repair, Not-in-family, Never,No Information, Black, Male,0,0,45,United-States, <=50K
26,Private,224563,Undergraduate,13,Adm-clerical, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
47,Private,178686,Associate,11,Other-service, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
55,Government,98545,School,6,Adm-clerical, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
53,Private,242606,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
17,Private,270942,School,3,Other-service, Other-relative, Never,No Information, White, Male,0,0,48,Mexico, <=50K
30,Private,94235,High School,9,Craft-repair, Other-relative, Never,No Information, White, Male,0,0,40,United-States, <=50K
49,Private,71195,Graduate,14,Prof-specialty, Not-in-family, Never,No Information, White, Male,0,0,60,United-States, <=50K
19,Private,104112,High School,9,Sales, Unmarried, Never,No Information, Black, Male,0,0,30,Haiti, <=50K
45,Private,261192,High School,9,Other-service, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
26,Private,94936,Associate,12,Sales, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
38,Private,296478,Associate,11,Craft-repair, Husband, Married,Civil, White, Male,7298,0,40,United-States, >50K
36,Government,119272,High School,9,Protective-serv, Husband, Married,Civil, White, Male,7298,0,40,United-States, >50K
33,Private,85043,High School,9,Farming-fishing, Not-in-family, Never,No Information, White, Male,0,0,20,United-States, <=50K
22,Government,293364,Undergraduate,10,Protective-serv, Own-child, Never,No Information, Black, Female,0,0,40,United-States, <=50K
43,Self Employed,241895,Undergraduate,13,Sales, Not-in-family, Never,No Information, White, Male,0,0,42,United-States, <=50K
67,No Information,36135,School,7,Unknown, Husband, Married,Civil, White, Male,0,0,8,United-States, <=50K
30,No Information,151989,Associate,11,Unknown, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
56,Private,101128,Associate,12,Other-service, Not-in-family, Married,Absent, White, Male,0,0,25,Iran, <=50K
31,Private,156464,Undergraduate,13,Prof-specialty, Own-child, Never,No Information, White, Male,0,0,25,United-States, <=50K
33,Private,117963,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
26,Private,192262,High School,9,Other-service, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
33,Private,111363,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
46,Government,329752,School,7,Transport-moving, Husband, Married,Civil, White, Male,0,0,30,United-States, <=50K
59,No Information,372020,Undergraduate,13,Unknown, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
38,Government,95432,High School,9,Adm-clerical, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
65,Private,161400,School,7,Other-service, Unmarried, Widowed,No Information, Other, Male,0,0,40,United-States, <=50K
40,Private,96129,Associate,11,Tech-support, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
42,Private,111949,High School,9,Adm-clerical, Wife, Married,Civil, White, Female,0,0,35,United-States, <=50K
26,Self Employed,117125,School,5,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,Portugal, <=50K
36,Private,348022,School,6,Other-service, Wife, Married,Civil, White, Female,0,0,24,United-States, <=50K
62,Private,270092,Graduate,14,Prof-specialty, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
43,Private,180609,Undergraduate,13,Transport-moving, Husband, Married,Civil, White, Male,0,0,45,United-States, <=50K
43,Private,174575,Undergraduate,13,Exec-managerial, Not-in-family, Divorced,No Information, White, Male,0,1564,45,United-States, >50K
22,Private,410439,High School,9,Sales, Not-in-family, Married,Absent, White, Male,0,0,55,United-States, <=50K
28,Private,92262,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
56,Self Employed,183081,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,0,0,45,United-States, <=50K
22,Private,362589,Associate,12,Sales, Not-in-family, Never,No Information, White, Female,0,0,15,United-States, <=50K
57,Private,212448,Undergraduate,13,Exec-managerial, Not-in-family, Divorced,No Information, White, Female,0,0,45,United-States, >50K
39,Private,481060,High School,9,Sales, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
26,Government,185885,Undergraduate,10,Adm-clerical, Unmarried, Never,No Information, White, Female,0,0,15,United-States, <=50K
17,Private,89821,School,7,Other-service, Own-child, Never,No Information, White, Male,0,0,10,United-States, <=50K
40,Government,184018,Associate,11,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,38,United-States, >50K
45,Private,256649,High School,9,Machine-op-inspct, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
44,Private,160323,High School,9,Craft-repair, Not-in-family, Never,No Information, Black, Male,0,0,40,United-States, <=50K
20,Government,350845,Undergraduate,10,Adm-clerical, Own-child, Never,No Information, White, Female,0,0,10,United-States, <=50K
33,Private,267404,High School,9,Craft-repair, Wife, Married,Civil, White, Female,0,0,40,United-States, <=50K
23,Private,35633,Undergraduate,10,Sales, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
46,Self Employed,80914,Graduate,14,Exec-managerial, Not-in-family, Divorced,No Information, White, Male,0,0,30,United-States, <=50K
